name,company,workarea,salary,requirements,company_type,company_size
数据分析师,苏州麦迪斯顿医疗科技股份有限公司,苏州,0.8-1.3万/月,"['在校生/应届生', '本科']",上市公司,500-1000人
数据分析助理-SFE,香港维健医药集团有限公司,杭州,6-8千/月,"['在校生/应届生', '本科']",外资（非欧美）,500-1000人
数据分析（实习）,私募排排网,深圳,3-6千/月,"['在校生/应届生', '本科']",民营公司,150-500人
数据分析师（SD0902）,长沙蜜獾信息科技有限公司,长沙-岳麓区,0.7-1.2万/月,"['3-4年经验', '本科']",民营公司,150-500人
数据分析师,广州奶糖派服装有限公司,广州-番禺区,1.2-1.7万/月,"['2年经验', '本科']",民营公司,50-150人
数据分析师助理,郑州百尚网络科技有限公司,郑州-高新区,4-6千/月,"['在校生/应届生', '本科']",民营公司,50-150人
美团优选-数据分析/运营--湛江,美团,湛江,0.8-1.5万/月,"['3-4年经验', '大专']",合资,10000人以上
数据分析经理,vivo智能手机-特音电子,长沙-开福区,10-15万/年,"['3-4年经验', '大专']",民营公司,1000-5000人
数据分析师,中软国际科技服务有限公司,深圳-南山区,1-1.5万/月,"['3-4年经验', '本科']",合资,10000人以上
数据分析策略专员,广州吴志刚品牌策划有限公司,广州-天河区,0.8-1万/月,"['2年经验', '大专']",民营公司,50-150人
数据分析 13薪,四川玖玖互娱网络科技有限公司,成都-锦江区,4.5-6千/月,"['无需经验', '大专']",民营公司,150-500人
6K+数据分析专员-双休,上海佩琪信息技术有限公司,上海,4.5-6千/月,"['无需经验', '大专']",合资,150-500人
数据分析师,广州铂威信息科技有限公司,广州-天河区,0.8-1.5万/月,"['2年经验', '本科']",民营公司,50-150人
数据分析岗（应届生）,中交基础设施养护集团有限公司,北京,0.8-1万/月,"['在校生/应届生', '硕士']",国企,1000-5000人
数据分析助理工程师,广东可道科技有限公司,异地招聘,4-6千/月,"['在校生/应届生', '本科']",民营公司,50-150人
media analyst 数据分析师,上海科之锐人才咨询有限公司,上海,0.9-1万/月,"['1年经验', '本科']",上市公司,1000-5000人
同仁堂信息员/数据分析（DB长春大药房店）,北京同仁堂健康药业股份有限公司,长春-朝阳区,4-6千/月,"['1年经验', '大专']",合资,5000-10000人
数据分析助理,上海崇定商贸有限公司,上海,4-7千/月,"['在校生/应届生', '大专']",民营公司,150-500人
急聘BI大数据分析助理专员（包住+双休,深圳市波海嘉科技有限公司,深圳-福田区,4.5-6千/月,"['无需经验', '大专']",民营公司,50-150人
高级数据分析师,上海梵蓉网络科技有限公司,上海-闵行区,1.5-2.5万/月,"['5-7年经验', '本科']",民营公司,50-150人
大数据分析助理,早春藤科技（深圳）有限公司,深圳-南山区,0.8-1万/月,"['1年经验', '本科']",创业公司,50-150人
数据分析师,上海在途网络科技有限公司,上海-普陀区,0.8-2万/月,"['1年经验', '本科']",民营公司,150-500人
数据分析师（廊坊）,广东锐博软件科技有限公司,廊坊,0.8-1.5万/月,"['3-4年经验', '本科']",民营公司,150-500人
CDP资深数据分析师,上海达美乐比萨有限公司,上海-徐汇区,2.5-3万/月,"['5-7年经验', '本科']",外资（欧美）,1000-5000人
数据分析师,牧原食品股份有限公司,异地招聘,0.7-1.3万/月,"['2年经验', '本科']",上市公司,10000人以上
储备运营官/数据分析/规则培训,佛山贝壳房地产经纪有限公司,异地招聘,0.8-1万/月,"['2年经验', '本科']",上市公司,10000人以上
数据分析/接受本科以上转行,深圳市昇悦电子科技有限公司,深圳-宝安区,0.8-1.6万/月,"['无需经验', '本科']",合资,150-500人
手游广告投放数据分析师,广州速游网络科技有限公司,广州-天河区,0.7-1.5万/月,"['1年经验', '本科']",民营公司,150-500人
资深数据分析,北京安德信业信息咨询有限责任公司,北京-朝阳区,3-4.5万/月,"['5-7年经验', '本科']",民营公司,50-150人
数据分析运营(指标运营),腾讯RDM,成都-高新区,0.8-1.2万/月,"['3-4年经验', '本科']",上市公司,1000-5000人
数据分析师,深圳市对庄科技有限公司,广州-荔湾区,0.8-1.1万/月,"['1年经验', '本科']",民营公司,150-500人
市场专员/行销策划/数据分析-英茂茂通,云南茂通汽车销售服务有限公司,昆明-官渡区,6-8千/月,['大专'],民营公司,50-150人
数据分析师,常州网拍天下网络科技有限公司,北京-朝阳区,1.5-2.5万/月,"['3-4年经验', '本科']",民营公司,少于50人
数据分析师,上海志行合力网络技术有限公司,宁波-鄞州区,6-8千/月,"['2年经验', '大专']",合资,1000-5000人
数据分析员,上海远茂企业发展股份有限公司,上海-嘉定区,4.5-6千/月,"['无需经验', '本科']",民营公司,10000人以上
金融外汇数据分析,嘉诺盛泰（北京）教育科技有限公司,北京-朝阳区,2.5-3万/月,"['无需经验', '大专']",合资,150-500人
数据分析专员,广州市小满医疗门诊部有限公司,广州-天河区,5.5-7千/月,"['2年经验', '大专']",民营公司,50-150人
数据分析,西安鼎煌置业有限公司,西安-雁塔区,0.8-1万/月,"['2年经验', '本科']",民营公司,500-1000人
金融数据分析（可实习+住宿）,深圳康创源科技有限公司,深圳-南山区,0.8-1万/月,"['无需经验', '本科']",民营公司,50-150人
高级数据分析师,湖南省金盾信息安全等级保护评估中心有限公司,长沙-岳麓区,0.7-1.2万/月,"['3-4年经验', '本科']",民营公司,50-150人
大数据分析助理（五险一金+双休）,深圳市奇米软件技术有限公司,深圳-南山区,6-8千/月,"['无需经验', '大专']",民营公司,150-500人
数据分析师（医学大数据）,广东顺德中山大学卡内基梅隆大学国际联合研究院,广州,1.6-1.8万/月,"['3-4年经验', '硕士']",合资,少于50人
Z数据分析专员/主管,昆明贝壳房地产经纪有限公司,昆明-西山区,4.5-7千/月,"['1年经验', '本科']",上市公司,1000-5000人
搜索数据分析助理/朝九晚六,广州易朵软件科技有限公司,广州-白云区,0.8-1万/月,"['无需经验', '大专']",民营公司,150-500人
市场部数据分析助理/五险一金,广州北方网络科技有限公司,广州-白云区,6-8千/月,"['无需经验', '大专']",民营公司,50-150人
数据分析主管,贝朗（中国）卫浴有限公司,广州,6-9千/月,"['2年经验', '大专']",外资（非欧美）,1000-5000人
数据分析师,钱宝科技服务有限公司,上海-长宁区,0.8-1.2万/月,"['1年经验', '本科']",民营公司,150-500人
数据分析师,中国铁道科学研究院集团有限公司电子计算技术研究所,西安-曲江新区,0.4-1.2万/月,"['无需经验', '本科']",国企,1000-5000人
数据分析师（游戏运营）,青岛蓝飞互娱科技股份有限公司,青岛-市南区,0.5-1万/月,"['3-4年经验', '本科']",民营公司,150-500人
数据分析师（医疗信息化项目）,广州市瑞民医药科技有限公司,广州-海珠区,0.9-1.3万/月,"['3-4年经验', '大专']",民营公司,50-150人
数据分析师,上海联元智能科技有限公司,上海-普陀区,1.5-3万/月,"['3-4年经验', '硕士']",民营公司,50-150人
数据分析专员,成都亿泽房地产经纪有限公司,成都-武侯区,3.5-4.5千/月,"['无需经验', '本科']",上市公司,10000人以上
数据分析师（上市公司）,白云电气集团有限公司,广州-白云区,4.5-9千/月,"['1年经验', '本科']",民营公司,5000-10000人
MAK数据分析员,杭州核力欣健实业股份有限公司,杭州-西湖区,6-9千/月,"['2年经验', '本科']",民营公司,150-500人
IT审计（数据分析方向）(008212),益海嘉里食品营销有限公司,上海,1.5-2.5万/月,['3-4年经验'],外资（非欧美）,500-1000人
数据分析主管,深圳市小思科技有限公司,深圳-龙岗区,0.8-1万/月,"['2年经验', '本科']",民营公司,50-150人
数据分析专员/主管,贝壳找房（长沙）,长沙-芙蓉区,5-7千/月,"['2年经验', '本科']",民营公司,1000-5000人
数据分析专员（汽车行业）,上海翼葵网络技术有限公司,上海-嘉定区,0.9-1.2万/月,"['2年经验', '本科']",民营公司,50-150人
金融数据分析师助理,广州盈力信息咨询有限公司,广州-越秀区,0.8-1万/月,"['无需经验', '大专']",民营公司,50-150人
大数据分析专员,深圳市元科科技开发有限公司,深圳-南山区,6-8千/月,"['无需经验', '大专']",民营公司,少于50人
数据分析师,聚赢惠康（上海）科技服务有限公司,上海-徐汇区,10-15万/年,"['3-4年经验', '本科']",民营公司,500-1000人
数据分析专员/电商运营助理,三棵树涂料股份有限公司,上海-闵行区,0.8-1.2万/月,"['3-4年经验', '本科']",上市公司,5000-10000人
日企数据分析担当(编号122990) 日语必须,上海艾杰飞人力资源有限公司,上海,7-8.5千/月,"['2年经验', '本科']",外资（非欧美）,50-150人
数据分析员,深圳健安医药有限公司,深圳-福田区,4.5-6千/月,['本科'],民营公司,1000-5000人
中级数据分析师（挖掘方向）,博之林广告（北京）有限公司,广州-海珠区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,50-150人
数据分析工程师,上海东方低碳科技产业股份有限公司,上海-长宁区,1.5-2万/月,"['5-7年经验', '硕士']",民营公司,50-150人
信息系统审计主管（IT合规审计/数据分析）,Guangzhou Andala Co.ltd.,广州,1-1.5万/月,"['2年经验', '本科']",外资（欧美）,500-1000人
大数据分析人员,鸿讯供应链科技有限公司,北京-丰台区,16-24万/年,"['3-4年经验', '本科']",国企,150-500人
数据分析专家,璞菲森咨询（广州）有限公司,广州-越秀区,0.8-1.2万/月,"['3-4年经验', '本科']",民营公司,50-150人
营销中心-营销数据分析经理,泰邦生物集团（NASDAQ Ticker：CBPO）,北京-朝阳区,2-3万/月,"['5-7年经验', '本科']",合资,1000-5000人
电商/新零售运营主管—熟数据分析与服务创新,广州优达人力资源服务有限公司,广州,0.8-1.8万/月,"['2年经验', '本科']",合资,150-500人
BI开发工程师/数据分析师,杭州望达科技有限公司,杭州-余杭区,0.8-1万/月,"['1年经验', '本科']",民营公司,50-150人
Sr. Statistician/高级临床数据分析师,珀金埃尔默企业管理（上海）有限公司,上海,1.2-2万/月,['硕士'],外资（欧美）,1000-5000人
数据分析师,武汉长新大数据产业运营有限公司,武汉,0.8-1.5万/月,"['3-4年经验', '本科']",国企,50-150人
数据分析助理,深圳市懒人在线科技有限公司,深圳-南山区,4.5-6千/月,"['1年经验', '大专']",民营公司,150-500人
数据分析及管理支持发展岗（投行方向）,深圳前海泰格瑞尔资本管理有限公司,西安-未央区,0.4-2万/月,"['在校生/应届生', '硕士']",民营公司,少于50人
数据分析经理（民宿行业）,上海伊晏信息咨询有限公司,上海-普陀区,1-1.5万/月,"['5-7年经验', '大专']",民营公司,150-500人
生物信息工程师/数据分析员/分析工程师,上海凌恩生物科技有限公司,上海-嘉定区,0.6-2万/月,"['在校生/应届生', '本科']",合资,少于50人
Python大数据分析工程师,深圳市兰洋科技有限公司,深圳,1.5-2万/月,"['5-7年经验', '本科']",民营公司,150-500人
数据分析师,广州市有车以后信息科技有限公司,广州-海珠区,1-1.5万/月,"['2年经验', '本科']",民营公司,150-500人
IE数据分析师,广州春晓信息科技有限公司,广州-番禺区,0.8-1万/月,"['3-4年经验', '中专']",民营公司,少于50人
电力交易员/数据分析师,四川明诚电力有限公司,成都-金牛区,0.8-1.2万/月,"['1年经验', '本科']",民营公司,少于50人
助理数据分析师,众创网（武汉）科技有限公司,武汉-江岸区,5-8千/月,"['3-4年经验', '本科']",民营公司,50-150人
数据分析师,苏州海管家物流科技有限公司,苏州-工业园区,1-1.5万/月,"['2年经验', '本科']",创业公司,50-150人
数据分析工程师（GFYY1fml）(J12012),北京东方国信科技股份有限公司,北京,1.2-2万/月,"['3-4年经验', '本科']",上市公司,5000-10000人
数据分析专员,宁波怡人玩具有限公司,宁波-北仑区,6-8千/月,"['1年经验', '大专']",外资（欧美）,1000-5000人
高级Java工程师(ETL、Paas数据分析平台),上海帕科信息科技有限公司,上海-徐汇区,1.5-2万/月,"['5-7年经验', '本科']",民营公司,50-150人
数据分析实习生（编程方向）,重庆道微投资管理有限公司,重庆,2-2.5千/月,"['在校生/应届生', '本科']",民营公司,少于50人
数据分析专员/运营专员/产品专员,惠州雷士光电科技有限公司,珠海-香洲区,7.5-9千/月,"['1年经验', '大专']",合资,1000-5000人
高级大数据分析师,广东华智科技有限公司,广州-黄埔区,1-2万/月,"['5-7年经验', '本科']",民营公司,150-500人
数据分析工程师,福建慧芯激光科技有限公司,异地招聘,1-2.5万/月,"['3-4年经验', '硕士']",民营公司,少于50人
数据分析师,上海易船行贸易有限公司,上海-徐汇区,1.5-2万/月,"['3-4年经验', '本科']",民营公司,少于50人
数据分析工程师,中路交科科技股份有限公司,南京-浦口区,1.5-2万/月,"['3-4年经验', '本科']",民营公司,150-500人
数据分析经理（医美）,百玺（上海）企业管理有限公司,上海-徐汇区,0.6-1万/月,"['1年经验', '大专']",民营公司,150-500人
数据分析专员,迪安诊断执信医疗,广州-越秀区,6-8千/月,"['无需经验', '本科']",民营公司,150-500人
数据分析师,盟创国际有限公司,深圳,6-8千/月,"['2年经验', '大专']",民营公司,50-150人
数据分析员,枝星科技发展（上海）有限公司,上海-奉贤区,0.9-1.5万/月,"['1年经验', '大专']",民营公司,50-150人
数据分析专员,上海瑞切广告有限公司,上海-松江区,7-9千/月,"['2年经验', '大专']",民营公司,50-150人
数据分析岗,中建三局绿色产业投资有限公司,武汉-汉阳区,0.8-1.2万/月,"['3-4年经验', '本科']",国企,500-1000人
地理数据分析员,陕西自然资源勘测规划设计院股份有限公司,西安,10-12万/年,['硕士'],民营公司,500-1000人
数据分析工程师,易百信息技术（上海）股份有限公司,上海-浦东新区,2.5-3万/月,"['3-4年经验', '本科']",民营公司,150-500人
SQL数据分析师,宁波易简电子科技有限公司,宁波-江北区,0.6-1万/月,"['1年经验', '本科']",民营公司,150-500人
汽车数据分析师,广州数说故事信息科技有限公司,广州-天河区,1-1.5万/月,"['2年经验', '本科']",民营公司,150-500人
数据分析专员+早九晚六+双休,苏州德秀信息科技服务有限公司,上海-浦东新区,5.5-6.5千/月,"['1年经验', '本科']",民营公司,少于50人
初级数据分析师,广州市华矩商业信息科技有限公司,北京-西城区,1-1.5万/月,"['2年经验', '本科']",民营公司,50-150人
数据分析师,赛恩倍吉科技顾问（深圳）有限公司,深圳-南山区,1.5-2万/月,"['5-7年经验', '本科']",外资（非欧美）,150-500人
商务专员（数据分析）,沈阳宝顺安安全设备有限公司,沈阳-和平区,4-6千/月,"['2年经验', '本科']",民营公司,150-500人
大数据分析工程师,南京华兴软件科技有限公司,长沙-芙蓉区,0.9-1.2万/月,"['2年经验', '本科']",民营公司,150-500人
数据分析专员,深圳迈瑞生物医疗电子股份有限公司,深圳,1-1.5万/月,"['3-4年经验', '本科']",合资,5000-10000人
数据分析师,武汉策马商贸发展有限公司,武汉-东西湖区,0.6-1.2万/月,"['3-4年经验', '本科']",民营公司,少于50人
数据分析师,常州市中淘家居用品有限公司,常州,4.5-6.5千/月,"['1年经验', '大专']",民营公司,500-1000人
数据分析员,江苏东大集成电路系统工程技术有限公司,南京-浦口区,5-7千/月,"['2年经验', '大专']",民营公司,500-1000人
数据分析师,上海聪笔信息技术有限公司,异地招聘,1.5-2.5万/月,"['2年经验', '本科']",民营公司,少于50人
数据分析师,广东唯客路供应链物流有限公司,东莞,6-8千/月,"['2年经验', '大专']",民营公司,50-150人
数据分析师（地铁口）,蜜源（广州）新媒体科技有限公司,广州-海珠区,1.3-1.8万/月,"['5-7年经验', '本科']",民营公司,150-500人
大数据分析师（算法-ga-yj）,太极计算机股份有限公司,北京-朝阳区,1.4-2.2万/月,"['3-4年经验', '本科']",国企,1000-5000人
数据分析岗(J10041),正泰电气股份有限公司,上海-松江区,1.4-2.4万/月,"['3-4年经验', '本科']",民营公司,5000-10000人
数据分析师 (MJ001820),广联达,北京-海淀区,2-4万/月,"['5-7年经验', '本科']",上市公司,5000-10000人
数据分析组长,北京新东方前途出国咨询有限公司,北京-海淀区,7-9千/月,"['1年经验', '大专']",上市公司,500-1000人
数据分析员,杭州扶摇服饰有限公司,杭州-下城区,5-8千/月,"['1年经验', '大专']",民营公司,150-500人
医学数据分析师,健康互联（广州）信息科技股份有限公司,北京-海淀区,1.2-2.2万/月,"['1年经验', '硕士']",合资,50-150人
数据分析师（实习留用）,上海捷利供应链管理有限公司,上海-长宁区,0.8-1万/月,"['在校生/应届生', '本科']",民营公司,150-500人
数据分析师,游族网络,上海-徐汇区,1.2-2万/月,"['1年经验', '本科']",上市公司,1000-5000人
数据分析,MobData大数据云平台,上海-徐汇区,1.2-2万/月,"['1年经验', '本科']",外资（欧美）,150-500人
数据分析员,河南中盛市场调查有限公司,郑州-金水区,3-4.5千/月,"['在校生/应届生', '高中']",创业公司,少于50人
数据分析专员,武汉恒诺市场研究有限公司,武汉-武昌区,3.5-5千/月,"['1年经验', '本科']",民营公司,少于50人
数据分析师（包吃住）,广州拓客商贸有限公司,广州-花都区,5-8千/月,"['2年经验', '大专']",民营公司,500-1000人
数据分析-运营（校招岗位）,北京思特奇信息技术股份有限公司湖南分公司,长沙-芙蓉区,0.7-1万/月,"['在校生/应届生', '本科']",上市公司,1000-5000人
跨境电商数据分析主管,深圳印科技术有限公司,深圳-宝安区,0.8-1.3万/月,"['3-4年经验', '本科']",民营公司,50-150人
数据分析师/数据统计,河北尚学苑文化传媒有限公司,石家庄,4-8千/月,"['1年经验', '本科']",民营公司,150-500人
数据分析师,湖南长城信息金融设备有限责任公司,长沙-长沙县,1.5-2万/月,"['3-4年经验', '本科']",国企,
商品数据分析专员,杭州北野服装有限公司,杭州-萧山区,7-9千/月,"['2年经验', '大专']",民营公司,150-500人
BI商业大数据分析实习生（双休+住宿）,深圳壹百科技有限公司,深圳-南山区,4.5-6千/月,"['无需经验', '大专']",民营公司,50-150人
销售数据分析专员,北京骏东汽车销售服务有限公司,杭州,4.5-6千/月,['大专'],外资（非欧美）,50-150人
技术经理（数据分析）,深圳市今天国际物流技术股份有限公司,深圳-龙岗区,1-2万/月,"['5-7年经验', '本科']",上市公司,150-500人
金融数据分析师,西安云上融汇商务信息咨询有限公司,西安-新城区,6-8千/月,"['1年经验', '大专']",民营公司,50-150人
数据分析师,石家庄涂宝联商贸有限公司,石家庄,2-3千/月,['大专'],民营公司,1000-5000人
数据分析专员,新东方烟台学校,烟台,4-8千/月,"['无需经验', '本科']",上市公司,150-500人
数据分析师,金蝶医疗软件科技有限公司,广州-天河区,0.6-1.2万/月,"['1年经验', '本科']",民营公司,150-500人
数据分析师,苏州帝泰克检测设备有限公司,苏州-高新区,4.5-6千/月,"['3-4年经验', '中专']",创业公司,150-500人
数据分析师,广州市猜想服饰有限公司,广州,6-8千/月,"['1年经验', '本科']",民营公司,500-1000人
数据分析师,青岛云智环境数据管理有限公司,青岛-高新区,5-8千/月,"['1年经验', '本科']",民营公司,少于50人
数据分析师,四川小龙坎控股集团有限公司,成都-锦江区,0.7-1.3万/月,"['1年经验', '大专']",民营公司,1000-5000人
数据分析专员,四川大正德茂建设有限公司,成都-高新区,6-8千/月,"['2年经验', '本科']",民营公司,50-150人
产品运营-数据分析岗（线上精品棋牌手游）,嘉米游戏,广州-天河区,0.5-1.2万/月,"['1年经验', '本科']",民营公司,50-150人
500强快消外企数据分析（短期6个月）,上海中智项目外包咨询服务有限公司,上海-黄浦区,1.2-1.8万/月,"['3-4年经验', '本科']",国企,1000-5000人
数据分析实习生,上海犀语科技有限公司,上海-杨浦区,150元/天,"['在校生/应届生', '硕士']",创业公司,少于50人
Python数据分析讲师,成都恒图教育咨询有限公司,成都-青羊区,350元/天,"['3-4年经验', '大专']",民营公司,少于50人
高级数据分析师,东乔科技（上海）有限责任公司,上海-闵行区,1-2万/月,"['2年经验', '本科']",民营公司,50-150人
业务数据分析员（双休）,广州麦酷网络科技有限公司,深圳-宝安区,5-8千/月,"['无需经验', '大专']",民营公司,少于50人
数据分析师,深圳市捷兴电子商务有限公司,杭州-拱墅区,2-5万/月,"['2年经验', '大专']",民营公司,150-500人
数据分析工程师,保时捷工程技术研发（上海）有限公司,上海-嘉定区,20-30万/年,"['3-4年经验', '本科']",外资（欧美）,少于50人
数据分析师,宁波沃图电子商务有限公司,宁波,10-15万/年,"['无需经验', '大专']",民营公司,1000-5000人
数据分析师,江西华邦传媒有限公司,南昌,3-5千/月,"['在校生/应届生', '本科']",民营公司,500-1000人
高级数据分析师,鼎奎（深圳）商务有限公司,深圳-龙岗区,0.8-1万/月,"['2年经验', '大专']",民营公司,150-500人
商品专员 数据分析,北京木真了时装有限公司,北京-通州区,4.5-6千/月,"['3-4年经验', '本科']",民营公司,150-500人
数据分析工程师,广东中联兴环保科技有限公司,广州,5-8千/月,"['1年经验', '本科']",合资,50-150人
总经理助理（数据分析）,知才（上海）信息技术有限公司,上海-黄浦区,6-8千/月,[],民营公司,150-500人
数据分析助理,深圳前海联动云汽车租赁有限公司,广州-海珠区,6-8千/月,"['1年经验', '大专']",民营公司,5000-10000人
运营专员（数据分析维护）,上海爱思博特管理咨询有限公司,上海-浦东新区,6-8千/月,['本科'],民营公司,150-500人
计算机(数据分析)专业讲师/教师/老师（西安）,博雅教育控股有限公司 PATHWAY EDUCATION HOLDINGS LIMITED,西安-雁塔区,0.6-1.3万/月,"['1年经验', '本科']",外资（非欧美）,150-500人
大数据分析,立邦投资有限公司,上海,0.8-1.5万/月,"['2年经验', '本科']",外资（非欧美）,5000-10000人
大数据分析工程师,陕西德通信息科技有限公司,西安-高新技术产业开发区,4.5-7千/月,"['3-4年经验', '本科']",民营公司,50-150人
数据分析师,南京上古网络科技有限公司,南京-建邺区,1-2万/月,"['3-4年经验', '硕士']",民营公司,50-150人
数据分析师,浙江天正信息科技有限公司,杭州,5-9千/月,"['2年经验', '本科']",国企,50-150人
数据分析产品经理,上海斌登企业管理咨询有限公司,上海-徐汇区,2.5-3万/月,"['5-7年经验', '本科']",民营公司,少于50人
数据分析师,富士康科技集团准时达供应链管理(深圳总部),深圳-龙华区,1-1.5万/月,"['1年经验', '本科']",外资（非欧美）,5000-10000人
质量管理（数据分析方向）,苏宁易购集团股份有限公司,南京-玄武区,6-8千/月,"['2年经验', '本科']",上市公司,10000人以上
数据分析主管,广东丹姿集团有限公司,广州,10-15万/年,"['2年经验', '大专']",民营公司,1000-5000人
数据分析经理,乐友国际商业集团有限公司,北京,3-4万/月,"['5-7年经验', '本科']",民营公司,1000-5000人
大数据分析师,易居企业（中国）集团有限公司,上海-静安区,1-3万/月,"['1年经验', '本科']",民营公司,1000-5000人
临床数据分析专员,广州天鹏计算机科技有限公司,广州-天河区,1-1.5万/月,"['2年经验', '本科']",民营公司,150-500人
数据分析师,上海乐拜网络科技有限公司,上海,0.8-1万/月,"['2年经验', '大专']",民营公司,150-500人
数据分析助理,广东巨鲲实业控股有限公司,广州-荔湾区,5-8千/月,"['1年经验', '本科']",民营公司,150-500人
数据分析师,湖北太力家庭用品制造有限公司,荆门,5-7千/月,"['1年经验', '本科']",民营公司,500-1000人
数据分析师高薪五金,无锡艾拓思智能科技有限公司,无锡,0.8-1.2万/月,"['1年经验', '大专']",民营公司,50-150人
数据分析,湖北富邦科技股份有限公司,武汉-东湖新技术产业开发区,0.8-1.5万/月,"['3-4年经验', '本科']",上市公司,150-500人
数据分析,无锡链家房地产经纪有限公司,无锡-滨湖区,4-6万/月,"['1年经验', '本科']",民营公司,10000人以上
数据分析专员（药物警戒）(J14947),扬子江药业集团有限公司,泰州,1.5-2万/月,"['1年经验', '本科']",民营公司,10000人以上
数据分析师,南京问持新能源科技有限公司,南京-雨花台区,4.5-6千/月,"['1年经验', '大专']",民营公司,150-500人
数据分析专员,上海裔森服饰有限公司,上海-闵行区,6-8千/月,"['2年经验', '大专']",民营公司,150-500人
数据分析师,岩脉（上海）网络科技有限公司,上海-闵行区,0.8-1.5万/月,"['3-4年经验', '大专']",民营公司,150-500人
数据分析师,深圳市安络科技有限公司,长沙,0.8-1.2万/月,"['1年经验', '大专']",民营公司,150-500人
大数据分析咨询顾问,厦门蒙友互联软件有限公司,厦门,4-8千/月,"['1年经验', '本科']",民营公司,50-150人
数据分析师(J10585),杭州味全食品有限公司,上海-闵行区,0.9-1.5万/月,"['2年经验', '本科']",外资（非欧美）,1000-5000人
数据分析师,武汉光目科技有限公司,武汉-东湖新技术产业开发区,1-2万/月,"['3-4年经验', '本科']",民营公司,50-150人
NIR近红外数据分析工程师,蓝星安迪苏南京有限公司,南京-六合区,1-1.5万/月,"['2年经验', '本科']",国企,150-500人
BI数据分析师,苏州贝尔塔数据技术有限公司,苏州,1-1.5万/月,"['3-4年经验', '本科']",创业公司,150-500人
数据分析主管,广州雍和生物科技有限公司,广州-海珠区,0.8-1万/月,"['3-4年经验', '大专']",民营公司,50-150人
数据分析规划岗,新希望六和股份有限公司,青岛-莱西市,0.6-1万/月,"['1年经验', '本科']",上市公司,10000人以上
数据分析师,广东新明珠陶瓷集团有限公司,佛山-禅城区,0.8-1.5万/月,"['3-4年经验', '本科']",民营公司,10000人以上
大数据分析/数据治理工程师,杭州安脉盛智能技术有限公司,杭州,2-3万/月,"['3-4年经验', '本科']",民营公司,50-150人
数据分析经理,北京百思特捷迅科技有限公司,北京-海淀区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,5000-10000人
数据分析组长,精奥科技（深圳）有限公司,深圳-龙华区,1.2-2.5万/月,"['3-4年经验', '本科']",民营公司,500-1000人
大数据分析,成都购商云汇信息技术有限公司,成都-高新区,1-1.5万/月,"['2年经验', '本科']",民营公司,50-150人
助理研究员（数据分析）,广州市佩升前研市场信息咨询股份有限公司,广州,4-6千/月,"['1年经验', '大专']",上市公司,50-150人
数据分析师,易视腾科技股份有限公司,北京,1-1.5万/月,"['3-4年经验', '本科']",民营公司,500-1000人
数据分析师,广州市翱捷工程有限公司,广州-黄埔区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,150-500人
数据分析师,联中（深圳）电子商务有限公司,异地招聘,1.5-2万/月,"['3-4年经验', '本科']",民营公司,500-1000人
数据分析师,中国医药工业信息中心,上海-静安区,0.7-1.4万/月,"['1年经验', '本科']",国企,50-150人
数据分析师,深圳新房网络科技有限公司,深圳-南山区,1-1.5万/月,"['5-7年经验', '大专']",民营公司,500-1000人
数据分析专员,金卡智能集团股份有限公司,杭州,6-8千/月,"['2年经验', '本科']",上市公司,1000-5000人
BI数据分析师,广州洪硕信息科技有限公司,广州-白云区,1-1.5万/月,"['2年经验', '本科']",民营公司,1000-5000人
数据分析算法工程师_首自信,北京聘多多科技有限公司,异地招聘,1.6-3万/月,"['3-4年经验', '本科']",民营公司,50-150人
数据分析师,广州锐森网络科技有限公司,广州-海珠区,0.8-1万/月,"['3-4年经验', '大专']",民营公司,50-150人
初级医院数据分析员,上海蓬海涞讯数据技术有限公司,上海,5-7千/月,"['2年经验', '本科']",合资,150-500人
软件工程师转行首选金融数据分析师,韦尔森特（北京）科技有限公司,北京-通州区,1.5-2万/月,"['3-4年经验', '大专']",民营公司,500-1000人
业务助理（业务数据分析方向）,金宝贝,深圳-福田区,6-8千/月,"['1年经验', '大专']",民营公司,500-1000人
物流数据分析助理+朝九晚六,宁波小雨叮咚智能科技有限公司,深圳-宝安区,7-9千/月,"['1年经验', '大专']",民营公司,少于50人
数据分析师,东莞先知大数据有限公司,东莞-东城区,0.5-1.1万/月,"['2年经验', '本科']",创业公司,50-150人
数据分析师,上海华钦信息科技股份有限公司,上海-杨浦区,1.5-2.5万/月,"['3-4年经验', '本科']",上市公司,1000-5000人
物流数据分析助理/96制,西安得立智网络科技有限公司,深圳-南山区,7-9千/月,"['在校生/应届生', '大专']",民营公司,50-150人
管理培训生（数据分析方向）,上海同策房产咨询股份有限公司,上海-普陀区,6-9千/月,"['在校生/应届生', '本科']",合资,10000人以上
数据分析助理/周末双休,广腾（深圳）互联网科技有限公司,深圳-南山区,6-8千/月,"['无需经验', '大专']",民营公司,150-500人
数据分析师,广东全优加教育发展有限公司,广州-天河区,0.7-1.2万/月,"['3-4年经验', '大专']",民营公司,1000-5000人
数据分析专员（双休）,广州市安发网络科技有限公司,广州-天河区,4.5-7千/月,"['2年经验', '大专']",民营公司,150-500人
